placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,normalized_visits_by_total_visits,normalized_visits_by_total_visitors
zzw-222@63r-6vc-3wk,,Sarku Japan,SG_BRAND_b1ef4763d7b80de48511e8cea6e7b33f,Sarku Japan,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,39.023249,-76.924273,10280 Baltimore Ave Ste A,College Park,MD,20740,US,12409656035,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [[""11:00"", ""21:00""]] }","Counter Service,Dinner,Japanese Food,Lunch",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,25,19,"[5,2,1,1,6,2,8]","[0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,0,0]",240338074053,"{""240338059072"":4,""240338019013"":4,""240338074101"":4}","{""24031702402"":4}","{""240338070002"":5,""240338059072"":5,""240317008122"":5,""240338005051"":4,""240338073041"":4,""240276023052"":4,""240338069002"":4}","{""US"":18}",8143,45,"{""<5"":2,""5-10"":7,""11-20"":1,""21-60"":7,""61-120"":3,""121-240"":0,"">240"":5}","{""7-Eleven"":14,""Shell Oil"":14,""BP"":9,""ALDI"":9,""IKEA"":9,""Target"":5,""Mobydick House of Kabob"":5,""The Home Depot"":5,""CARQUEST Auto Parts"":5,""sweetgreen"":5,""Buffalo Wild Wings"":5,""Jiffy Lube"":5,""Six Flags"":5,""Wendy's"":5,""LEDO Pizza"":5,""Not Your Average Joe's"":5,""Nissan"":5,""Bank of America"":5,""Saladworks"":5,""McDonald's"":5}","{""Shell Oil"":42,""7-Eleven"":37,""McDonald's"":37,""Target"":32,""The Home Depot"":21,""Safeway"":21,""Giant Food"":21,""Exxon Mobil"":21,""Dunkin'"":21,""Chipotle Mexican Grill"":16,""BP"":16,""ALDI"":16,""Petco"":11,""IHOP"":11,""Walmart"":11,""Domino's Pizza"":11,""Taco Bell"":11,""Lowe's"":11,""CARQUEST Auto Parts"":11,""Buffalo Wild Wings"":11}","{""android"":12,""ios"":6}",384.4397129,3.85E-05,4.81E-05,4.18E-06,1.04E-05
222-223@63v-bkj-vzz,,Vision Source,,,Health and Personal Care Stores,Optical Goods Stores,446130,41.582749,-81.483033,28112 Chardon Rd,Willoughby Hills,OH,44092,US,,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,3,3,"[0,1,1,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",390852010003,{},"{""39085201000"":4}",{},"{""US"":4}",,10,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":4,""ios"":4}",34.41691881,1.47E-05,1.87E-05,1.73E-07,6.19E-07
225-222@63j-ggy-yjv,,Floyd Wm H DDS,,,Offices of Dentists,Offices of Dentists,621210,39.426335,-84.576858,1380 Eaton Ave,Hamilton,OH,45013,US,15138569100,,Oral Surgeons,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,34,19,"[7,8,7,10,2,0,0]","[0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",390170010012,"{""390170010011"":5,""390170110021"":4,""390170011004"":4}","{""39017001001"":4,""39165031904"":4,""39017011800"":4}","{""390170010012"":5}","{""US"":16}",7863,105.5,"{""<5"":0,""5-10"":2,""11-20"":1,""21-60"":9,""61-120"":7,""121-240"":12,"">240"":3}","{""Frisch's Big Boy"":7,""Kroger"":7,""Speedway"":7,""Jet's Pizza"":4,""Walmart"":4,""Target"":4,""Planet Fitness"":4,""Buffalo Wild Wings"":4,""Skyline Chili"":4,""Starbucks"":4,""Wendy's"":4,""UDF (United Dairy Farmers)"":4,""Chick-fil-A"":4,""Applebee's"":4,""Holiday Inn Express"":4,""PNC Financial Services"":4,""McDonald's"":4,""Sam's Club"":4}","{""Speedway"":32,""Frisch's Big Boy"":26,""Kroger Fuel Center"":26,""McDonald's"":26,""Walmart"":16,""Kroger"":16,""Taco Bell"":16,""Dollar General"":16,""Starbucks"":16,""Wendy's"":16,""Applebee's"":16,""Meijer"":16,""Shell Oil"":16,""Buffalo Wild Wings"":11,""Skyline Chili"":11,""Costco"":11,""Chick-fil-A"":11,""Raising Cane's"":11,""Texas Roadhouse"":11,""Dollar Tree"":11}","{""android"":13,""ios"":12}",390.0584132,7.40E-04,0.001048056,1.96E-06,3.92E-06
22f-222@64h-tz3-wx5,zzw-225@64h-tz3-wx5,Juan's Hampton Roads,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,37.043904,-76.393485,2423 McMenamin St,Hampton,VA,23666,US,17578268157,,Mexican Food,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,79,74,"[3,4,13,3,21,25,10]","[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,10,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,2,0,0,0]",516500103131,"{""340258111021"":8,""516500105022"":6,""516500103134"":5,""516500114001"":5,""370531102002"":4,""200910519032"":4,""516500103111"":4,""120990070112"":4,""370531102001"":4,""516500101043"":4,""481210213041"":4,""510853214021"":4,""371690701003"":4,""340010135001"":4,""340230015023"":4,""517000304004"":4,""340258093011"":4,""516500103102"":4,""516500106021"":4}","{""29077004802"":6,""51650011400"":6,""51650010310"":4,""10001040201"":4,""51650010602"":4,""20091051903"":4,""06037139503"":4,""51650011800"":4,""34023001502"":4,""51650010703"":4,""51041100403"":4,""51740212802"":4,""37053110200"":4,""37169070100"":4,""51199050204"":4,""51650010313"":4,""48121021304"":4}","{""270370608161"":8,""340390355004"":5,""120990070112"":5,""516500114001"":5,""516500105022"":4,""420033001003"":4,""481210213041"":4,""340258093011"":4,""516500101032"":4,""517000311002"":4,""340010135001"":4,""340230015023"":4,""518100460063"":4,""511990502043"":4,""510932801051"":4,""511990502033"":4}","{""US"":73}",24198,40,"{""<5"":0,""5-10"":8,""11-20"":10,""21-60"":37,""61-120"":22,""121-240"":2,"">240"":0}","{""Target"":12,""Starbucks"":9,""First Watch Restaurants"":8,""McDonald's"":8,""7-Eleven"":7,""Best Western"":7,""Walmart"":5,""Motto by Hilton"":5,""Panda Express"":5,""Food Lion"":5,""SpringHill Suites by Marriott"":5,""Bar Louie"":5,""Subway"":5,""Sonic"":4,""Chipotle Mexican Grill"":4,""PetSmart"":4,""Mission BBQ"":4,""Extended Stay America"":4,""Miller's Market"":4,""Dunkin'"":4}","{""7-Eleven"":28,""Wawa"":28,""Chick-fil-A"":28,""McDonald's"":26,""Target"":23,""Starbucks"":23,""Walmart"":19,""Wendy's"":18,""Food Lion"":18,""Shell Oil"":16,""Subway"":16,""Chipotle Mexican Grill"":14,""Burger King"":12,""Taco Bell"":11,""Bar Louie"":11,""Exxon Mobil"":11,""MOD Pizza"":9,""BJ's Wholesale Club"":9,""Dunkin'"":9,""Sonic"":8}","{""android"":21,""ios"":53}",1143.262732,6.45E-05,8.13E-05,7.49E-06,2.54E-05
zzw-222@63d-48f-fs5,,Kindermusik with Christa Beck,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990,40.604335,-79.756647,913 Lock St,Tarentum,PA,15084,US,17242268774,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""14:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""13:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }",,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,41,27,"[3,13,7,6,7,2,3]","[0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0]",420034035003,"{""420059518001"":4,""420034060001"":4,""421298010012"":4,""421257610005"":4,""420034012002"":4,""420034271001"":4}","{""42003401200"":5,""42129801001"":4,""42125761000"":4,""42003401300"":4}","{""421298009002"":4,""420034035003"":4,""420034012002"":4,""420199127001"":4,""420034020001"":4,""420034013001"":4}","{""US"":24}",4666,78,"{""<5"":0,""5-10"":7,""11-20"":2,""21-60"":7,""61-120"":10,""121-240"":4,"">240"":11}","{""Sheetz"":20,""McDonald's"":18,""Walmart"":13,""PetSmart"":8,""IM=X Pilates"":5,""Starbucks"":5,""Dollar Tree"":5,""Sonic"":3,""Health Mart"":3,""GameStop"":3,""Buffalo Wild Wings"":3,""Donut Connection"":3,""Chick-fil-A"":3,""Dunham's Sports"":3,""CVS"":3,""Hoss's Steak and Sea"":3,""Fox's Pizza Den"":3,""Sunoco"":3,""Dunkin'"":3,""Arby's"":3}","{""Sheetz"":67,""Walmart"":44,""McDonald's"":44,""Dollar Tree"":30,""Sunoco"":19,""Dunkin'"":19,""BP"":15,""Dollar General"":15,""Chick-fil-A"":15,""Dairy Queen"":15,""PetSmart"":11,""Eat'n Park"":11,""Starbucks"":11,""Big Lots Stores"":11,""Fox's Pizza Den"":11,""Regal Nails Salon & Spa"":7,""Chipotle Mexican Grill"":7,""Giant Eagle"":7,""IM=X Pilates"":7,""Taco Bell"":7}","{""android"":7,""ios"":20}",539.6254883,9.07E-05,1.43E-04,2.80E-06,6.04E-06
zzy-226@63j-fgs-rzf,,Kroger Hometown Pickup,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,39.008342,-83.808816,105 Main St,Sardinia,OH,45171,US,,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,7,7,"[0,0,1,1,3,2,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",390159514001,"{""390017703003"":4,""390159514001"":4}","{""39001770300"":7,""39015951400"":4,""39015951500"":4}","{""390159515004"":4}","{""US"":8}",12213,24,"{""<5"":1,""5-10"":1,""11-20"":1,""21-60"":4,""61-120"":0,""121-240"":0,"">240"":0}","{""Skyline Chili"":14,""McDonald's"":14}","{""McDonald's"":71,""Skyline Chili"":43,""Walmart"":29,""Kroger"":29,""TriHealth"":29,""Baskin Robbins"":29,""Kroger Fuel Center"":29,""Family Dollar Stores"":29,""Frisch's Big Boy"":14,""Zoup!"":14,""Quaker Steak & Lube"":14,""Snap Fitness"":14,""Snappy Tomato Pizza"":14,""Dollar General"":14,""Wendy's"":14,""Chick-fil-A"":14,""Valero Energy"":14,""Tractor Supply Co."":14,""Marathon"":14,""Shell Oil"":14}","{""android"":4,""ios"":4}",80.30614389,1.64E-05,2.07E-05,4.03E-07,1.44E-06
222-223@647-342-pn5,,Lee Richard S MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,35.513717,-78.337006,709 North St,Smithfield,NC,27577,US,,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,3,3,"[2,0,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",371010407003,{},"{""37101040100"":4,""37101040201"":4}","{""371010402011"":4}","{""US"":4}",,19,"{""<5"":0,""5-10"":1,""11-20"":1,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",37.58979363,2.97E-05,4.28E-05,1.92E-07,7.18E-07
zzw-223@8gf-dnb-gc5,227-222@8gf-dnb-gff,Jos. A. Bank Clothiers,SG_BRAND_24441018dff01789c1b5d27a196963c9,Jos. A. Bank Clothiers,Clothing Stores,Men's Clothing Stores,448110,35.062651,-80.772351,5341 Ballantyne Commons Pkwy Ste 250,Charlotte,NC,28277,US,17048446074,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Formal Wear,Men's Clothing,Accessories,Jewelry,Clothing Rental",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,48,44,"[8,7,9,6,7,3,8]","[0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0]",371190058452,"{""371190058391"":8,""371190058171"":5,""450570112012"":5,""371190059111"":4,""371190020034"":4,""450910606001"":4,""371190058172"":4,""371190058462"":4,""450570112022"":4,""371190058401"":4,""371190058234"":4}","{""45091060600"":4,""37119005846"":4,""45091061201"":4,""18157010901"":4,""37119005823"":4,""37109070100"":4,""37119005839"":4,""37119005817"":4}","{""371190058431"":9,""450570112022"":5,""450910612012"":4,""371190058462"":4,""450570112021"":4,""371190058171"":4,""371190058172"":4,""371790205011"":4,""371790210071"":4}","{""US"":45}",9012,22,"{""<5"":1,""5-10"":12,""11-20"":5,""21-60"":26,""61-120"":3,""121-240"":1,"">240"":0}","{""Walmart"":11,""Simon mall"":9,""Chili's Grill & Bar"":4,""The Men's Wearhouse"":4,""Hickory Tavern"":4,""Smoothie King"":4,""Dollar General"":4,""Starbucks"":4,""Chuy's"":4,""Circle K"":4,""Chick-fil-A"":4,""Zaxby's"":4,""Panera Bread"":4,""Marshalls"":4,""Harris Teeter"":4,""Shell Oil"":4,""Brixx Wood Fired Pizza"":2,""Sonic"":2,""Hallmark Cards"":2,""Anytime Fitness"":2}","{""Chick-fil-A"":39,""Walmart"":18,""McDonald's"":18,""Simon mall"":16,""Starbucks"":16,""Harris Teeter"":16,""Exxon Mobil"":16,""Shell Oil"":16,""Target"":11,""BP"":11,""Lowe's"":11,""QuikTrip"":11,""Publix Super Markets"":11,""Jersey Mike's"":9,""Hickory Tavern"":9,""Smoothie King"":9,""Circle K"":9,""Panera Bread"":9,""Atrium Health"":9,""Hallmark Cards"":7}","{""android"":8,""ios"":31}",601.436698,6.28E-04,7.62E-04,3.07E-06,1.05E-05
zzw-222@63d-pvd-pvz,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,40.146968,-81.067147,210 Morristown St,Flushing,OH,43977,US,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",Currency Exchange,,,2021-02,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
22q-222@63s-df4-9cq,,Sony Hulk Records,,,Sound Recording Industries,Sound Recording Studios,512240,39.838692,-75.396977,1200 Beverly Ln,Chester,PA,19013,US,12155542345,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,1,1,"[0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",420454053002,"{""420454064022"":4}",{},"{""420454064022"":4}",{},,75,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",13.16159728,0.002739726,0.004132231,6.82E-08,2.24E-07
22t-222@63r-6f7-wkz,,Jimmy John's,SG_BRAND_a04f493d784143c9b21b2689e32fd0d1,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,38.981296,-76.93818,7410A Baltimore Ave,College Park,MD,20740,US,13019277827,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""16:00""]], ""Sun"": [] }","Counter Service,Sandwich Shop,Lunch,Deli,Catering,Dinner",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,44,38,"[1,3,8,4,11,13,4]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,1,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1]",240338072003,"{""240338072003"":8,""240338072002"":6,""240338072001"":5,""240338074052"":4,""120010010004"":4,""240338069003"":4,""240317006132"":4,""110010095013"":4}","{""24033807200"":18,""24027601103"":4,""24033800410"":4,""24033806900"":4,""24033807405"":4,""11001000801"":4}","{""240338072003"":9,""240317012053"":4,""110010008011"":4,""240338072004"":4,""340030352004"":4,""240338072002"":4,""240338072001"":4,""240338066021"":4}","{""US"":39}",1357,21,"{""<5"":0,""5-10"":8,""11-20"":11,""21-60"":17,""61-120"":3,""121-240"":2,"">240"":3}","{""Barnes and Noble College"":9,""Five Guys"":7,""Starbucks"":5,""Royal Farms"":5,""Balzac's Coffee Roasters"":2,""Target"":2,""M&T Bank"":2,""Potbelly Sandwich Works"":2,""7-Eleven"":2,""Howard Johnson (HoJo)"":2,""LEDO Pizza"":2,""Wegmans Food Markets"":2,""Chick-fil-A"":2,""Residence Inn by Marriott"":2,""Office Depot"":2,""Hilton International"":2}","{""Barnes and Noble College"":37,""McDonald's"":21,""Target"":16,""Five Guys"":16,""Subway"":16,""Starbucks"":11,""LEDO Pizza"":8,""Chipotle Mexican Grill"":5,""Mobydick House of Kabob"":5,""Nando's"":5,""M&T Bank"":5,""Potbelly Sandwich Works"":5,""Ross Stores"":5,""sweetgreen"":5,""7-Eleven"":5,""Popeyes Louisiana Kitchen"":5,""Royal Farms"":5,""Wendy's"":5,""Wegmans Food Markets"":5,""Chick-fil-A"":5}","{""android"":10,""ios"":26}",676.6138946,6.78E-05,8.46E-05,7.35E-06,2.08E-05
223-222@63j-xsr-dy9,,Destination XL,SG_BRAND_4e2b9be38687bae290ca6aa7227a71cf,Destination XL,Clothing Stores,Men's Clothing Stores,448110,40.148962,-82.979589,1424 Gemini Pl,Columbus,OH,43240,US,16144366230,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Formal Wear,Men's Clothing,Accessories,Sportswear,Plus Size",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,19,19,"[2,1,3,4,1,6,2]","[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0]",390410124003,"{""391450029001"":5,""390410120002"":4,""391179655003"":4,""391390010003"":4,""391179655001"":4}","{""39049007112"":5,""54081000803"":4,""39117965500"":4,""39139001000"":4}",{},"{""US"":18}",29283,22,"{""<5"":0,""5-10"":4,""11-20"":5,""21-60"":9,""61-120"":1,""121-240"":0,"">240"":0}","{""Planet Fitness"":11,""Ross Stores"":11,""Hobby Lobby Stores"":11,""Starbucks"":11,""Love's Travel Stops and Country Stores"":11,""Dairy Queen"":11,""Scramblers"":11,""Walmart"":5,""Dave & Buster's"":5,""Mellow Mushroom"":5,""Nori Japan"":5,""BP"":5,""Barnes and Noble"":5,""Goodwill Industries"":5,""ALDI"":5,""The Men's Wearhouse"":5,""Pure Barre"":5,""Kroger"":5,""Spencer's"":5,""Taco Bell"":5}","{""McDonald's"":47,""Starbucks"":32,""Dollar General"":26,""Sheetz"":26,""Shell Oil"":26,""Planet Fitness"":21,""BP"":21,""Wendy's"":21,""Ohio State University Wexner Medical"":21,""Sonic"":16,""Walmart"":16,""Matt the Miller's Tavern"":16,""Taco Bell"":16,""Costco"":16,""Dairy Queen"":16,""GetGo"":16,""CVS"":16,""Subway"":16,""Brixx Wood Fired Pizza"":11,""Hallmark Cards"":11}","{""android"":7,""ios"":12}",217.9738191,3.38E-04,4.20E-04,1.09E-06,3.92E-06
